stage,group,group_rate,res_type,res_id,res_number,item_rate,initial_production_number,production_number,production_interval
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
403027,0,376,2,10,1,1,,,
,1,104,2,11,1,1,,,
,2,36,3,1017,1,1,,,
,,,3,2017,1,1,,,
,,,3,3017,1,1,,,
,,,3,4017,1,1,,,
,3,3,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,4,1,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
403028,0,376,2,10,1,1,,,
,1,104,2,11,1,1,,,
,2,36,3,1017,1,1,,,
,,,3,2017,1,1,,,
,,,3,3017,1,1,,,
,,,3,4017,1,1,,,
,3,3,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,4,1,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
403029,0,376,2,10,1,1,,,
,1,104,2,11,1,1,,,
,2,36,3,1017,1,1,,,
,,,3,2017,1,1,,,
,,,3,3017,1,1,,,
,,,3,4017,1,1,,,
,3,3,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,4,1,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
403030,0,376,2,10,1,1,,,
,1,104,2,11,1,1,,,
,2,36,3,1017,1,1,,,
,,,3,2017,1,1,,,
,,,3,3017,1,1,,,
,,,3,4017,1,1,,,
,3,3,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,4,1,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
403031,0,376,2,10,1,1,,,
,1,104,2,11,1,1,,,
,2,36,3,1017,1,1,,,
,,,3,2017,1,1,,,
,,,3,3017,1,1,,,
,,,3,4017,1,1,,,
,3,3,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,4,1,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
403032,0,376,2,10,1,1,,,
,1,104,2,11,1,1,,,
,2,36,3,1017,1,1,,,
,,,3,2017,1,1,,,
,,,3,3017,1,1,,,
,,,3,4017,1,1,,,
,3,3,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,4,1,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
403033,0,376,2,10,1,1,,,
,1,104,2,11,1,1,,,
,2,36,3,1017,1,1,,,
,,,3,2017,1,1,,,
,,,3,3017,1,1,,,
,,,3,4017,1,1,,,
,3,3,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,4,1,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
403034,0,376,2,10,1,1,,,
,1,104,2,11,1,1,,,
,2,36,3,1017,1,1,,,
,,,3,2017,1,1,,,
,,,3,3017,1,1,,,
,,,3,4017,1,1,,,
,3,3,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,4,1,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
403035,0,376,2,10,1,1,,,
,1,104,2,11,1,1,,,
,2,36,3,1017,1,1,,,
,,,3,2017,1,1,,,
,,,3,3017,1,1,,,
,,,3,4017,1,1,,,
,3,3,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,4,1,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
404001,0,376,2,10,1,1,,,
,1,104,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404002,0,376,2,10,1,1,,,
,1,104,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404003,0,376,2,10,1,1,,,
,1,104,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404004,0,376,2,10,1,1,,,
,1,104,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404005,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404006,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404007,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404008,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404009,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404010,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404011,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404012,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404013,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404014,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404015,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404016,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404017,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404018,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404019,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404020,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404021,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404022,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404023,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404024,0,372,2,10,1,1,,,
,1,108,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404025,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404026,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404027,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404028,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404029,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404030,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404031,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404032,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404033,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404034,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
404035,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405001,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405002,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405003,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405004,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405005,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405006,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405007,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405008,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405009,0,368,2,10,1,1,,,
,1,112,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405010,0,364,2,10,1,1,,,
,1,116,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405011,0,364,2,10,1,1,,,
,1,116,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405012,0,364,2,10,1,1,,,
,1,116,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405013,0,364,2,10,1,1,,,
,1,116,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405014,0,364,2,10,1,1,,,
,1,116,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405015,0,364,2,10,1,1,,,
,1,116,2,11,1,1,,,
,2,36,3,1018,1,1,,,
,,,3,2018,1,1,,,
,,,3,3018,1,1,,,
,,,3,4018,1,1,,,
,3,3,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,4,1,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
405016,0,364,2,10,1,1,,,
,1,116,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
405017,0,364,2,10,1,1,,,
,1,116,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
405018,0,364,2,10,1,1,,,
,1,116,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
405019,0,364,2,10,1,1,,,
,1,116,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
405020,0,364,2,10,1,1,,,
,1,116,2,11,1,1,,,
,2,37,3,1019,1,1,,,
